Identifier,Crime Type,Date/Time,Address,Agency
138000586,Theft,9/4/13 21:13,100 Block E FREMONT AVE,Sunnyvale Department of Public Safety
130007098,Robbery,9/4/13 23:51,600 Block S BERNARDO AV,Sunnyvale Department of Public Safety
130905005,Theft,9/5/13 0:00,3500 Block MONROE ST,Santa Clara City Police Department
130905164,Theft,9/5/13 0:00,3000 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130008895,Theft,9/5/13 0:00,3000 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130007122,Breaking & Entering,9/5/13 8:14,400 Block PERALTA AV,Sunnyvale Department of Public Safety
138000587,Theft,9/5/13 9:15,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
130007107,Theft,9/5/13 9:22,200 Block W MC KINLEY AV,Sunnyvale Department of Public Safety
138000588,Theft,9/5/13 10:24,1300 Block KINGFISHER WAY,Sunnyvale Department of Public Safety
130007109,Theft,9/5/13 12:52,100 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
13-04967,Theft,9/5/13 13:51,1000 Block GRANT RD,Mountain View Police Department
130007115,Assault,9/5/13 15:11,100 Block CONNEMARA WY,Sunnyvale Department of Public Safety
138000589,Theft,9/5/13 16:18,1000 Block W WASHINGTON AVE,Sunnyvale Department of Public Safety
138000590,Theft,9/5/13 16:45,1000 Block W WASHINGTON AVE,Sunnyvale Department of Public Safety
138000591,Theft,9/5/13 18:15,400 Block N SUNNYVALE AVE,Sunnyvale Department of Public Safety
130007119,Theft from Vehicle,9/5/13 18:33,500 Block E WASHINGTON AV,Sunnyvale Department of Public Safety
130007129,Breaking & Entering,9/6/13 5:11,1100 Block KERN AV,Sunnyvale Department of Public Safety
130007134,Assault,9/6/13 8:16,600 Block IRIS AV,Sunnyvale Department of Public Safety
138000593,Theft,9/6/13 16:25,800 Block E EVELYN AVE,Sunnyvale Department of Public Safety
130007147,Breaking & Entering,9/6/13 17:29,600 Block OLD SAN FRANCISCO RD,Sunnyvale Department of Public Safety
130007154,Assault,9/6/13 22:07,900 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007156,Theft,9/6/13 23:24,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
130007157,Theft,9/6/13 23:24,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
130007158,Breaking & Entering,9/6/13 23:38,400 Block N SUNNYVALE AV,Sunnyvale Department of Public Safety
130907049,Vehicle Recovery,9/7/13 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
130907181,Theft,9/7/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130907198,Breaking & Entering,9/7/13 0:00,2600 Block AGATE CT,Santa Clara City Police Department
130907105,Theft,9/7/13 0:00,3300 Block SCOTT BLVD,Santa Clara City Police Department
130007166,Assault,9/7/13 11:45,1200 Block BROOKFIELD AV,Sunnyvale Department of Public Safety
13-05004,Theft,9/7/13 13:30,400 Block WHISMAN PARK DR,Mountain View Police Department
130007168,Theft,9/7/13 14:11,500 Block S SUNNYVALE AV,Sunnyvale Department of Public Safety
130007177,Breaking & Entering,9/7/13 18:05,900 Block HENDERSON AV,Sunnyvale Department of Public Safety
130007178,Theft from Vehicle,9/7/13 18:42,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
130007182,Theft,9/7/13 23:13,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
130908165,Theft,9/8/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130908109,Theft,9/8/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130908143,Theft,9/8/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130908118,Theft,9/8/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130007188,Theft from Vehicle,9/8/13 8:28,1200 Block HENDERSON AV,Sunnyvale Department of Public Safety
130007199,Breaking & Entering,9/8/13 14:00,1000 Block IRIS AV,Sunnyvale Department of Public Safety
130007196,Theft,9/8/13 14:32,800 Block HYDRANGEA CT,Sunnyvale Department of Public Safety
138000595,Theft from Vehicle,9/8/13 19:59,200 Block W MCKINLEY AVE,Sunnyvale Department of Public Safety
130007211,Other Sexual Offense,9/9/13 8:50,100 Block BRAHMS WY,Sunnyvale Department of Public Safety
138000596,Theft,9/9/13 11:22,900 Block S WOLFE RD,Sunnyvale Department of Public Safety
130007216,Theft,9/9/13 13:38,900 Block BLAIR AV,Sunnyvale Department of Public Safety
13-05025,Theft,9/9/13 13:44,3500 Block TRUMAN AV,Mountain View Police Department
130007220,Breaking & Entering,9/9/13 14:24,900 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
138000603,Theft,9/9/13 15:59,100 Block CONNEMARA WAY,Sunnyvale Department of Public Safety
130007224,Breaking & Entering,9/9/13 17:56,900 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007226,Breaking & Entering,9/9/13 18:36,500 Block COLUMBIA AV,Sunnyvale Department of Public Safety
130007228,Theft,9/9/13 20:32,1000 Block E ARQUES AV,Sunnyvale Department of Public Safety
130910241,Robbery,9/10/13 0:00,1600 Block POMEROY AV,Santa Clara City Police Department
130910070,Theft,9/10/13 0:00,2800 Block LAKESIDE DR,Santa Clara City Police Department
130007235,Theft,9/10/13 7:35,200 Block W RED OAK DR,Sunnyvale Department of Public Safety
138000606,Theft,9/10/13 9:01,1100 Block DAHLIA CT,Sunnyvale Department of Public Safety
130007239,Assault,9/10/13 9:03,1000 Block MANGO AV,Sunnyvale Department of Public Safety
130007240,Theft from Vehicle,9/10/13 9:54,500 Block E WASHINGTON AV,Sunnyvale Department of Public Safety
130007299,Theft from Vehicle,9/10/13 10:05,200 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130007246,Theft,9/10/13 13:42,1000 Block E ARQUES AV,Sunnyvale Department of Public Safety
130007247,Theft,9/10/13 15:03,800 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007249,Theft,9/10/13 16:25,1100 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130007251,Breaking & Entering,9/10/13 17:28,900 Block NETTLE PL,Sunnyvale Department of Public Safety
130911217,Theft,9/11/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130911171,Theft,9/11/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130911189,Breaking & Entering,9/11/13 0:00,3100 Block ORTHELLO WAY,Santa Clara City Police Department
130911211,Theft,9/11/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130911123,Theft,9/11/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
13-05064,Theft,9/11/13 16:23,100 Block MARGO CT,Mountain View Police Department
130007281,Theft from Vehicle,9/11/13 21:55,700 Block S WOLFE RD,Sunnyvale Department of Public Safety
130007305,Theft,9/12/13 14:42,100 Block S MURPHY AV,Sunnyvale Department of Public Safety
130007316,Theft,9/12/13 20:26,300 Block E MAUDE AV,Sunnyvale Department of Public Safety
130007319,Other Sexual Offense,9/12/13 21:27,500 Block S FAIR OAKS AV,Sunnyvale Department of Public Safety
130913009,Robbery,9/13/13 0:00,2000 Block WHITE OAK LN,Santa Clara City Police Department
130913165,Breaking & Entering,9/13/13 0:00,3400 Block COOPER DR,Santa Clara City Police Department
130913021,Breaking & Entering,9/13/13 0:00,1600 Block NOBILI AV,Santa Clara City Police Department
130913114,Theft,9/13/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130007331,Theft,9/13/13 12:53,600 Block KIFER RD,Sunnyvale Department of Public Safety
130007338,Theft,9/13/13 15:55,500 Block N FAIR OAKS AV,Sunnyvale Department of Public Safety
138000624,Theft,9/13/13 16:10,1000 Block ASTER AV,Sunnyvale Department of Public Safety
130913-0681,Theft,9/13/13 17:37,1400 Block RANCHITA DR,Los Altos Police Department
130007346,Theft,9/13/13 18:32,1000 Block ASTER AV,Sunnyvale Department of Public Safety
130007351,Theft,9/13/13 22:33,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
138000620,Theft,9/13/13 23:25,100 Block E FREMONT AVE,Sunnyvale Department of Public Safety
130914209,Assault,9/14/13 0:00,WARBURTON AV & FLORA VISTA AV,Santa Clara City Police Department
130007358,Breaking & Entering,9/14/13 5:57,700 Block E EVELYN AV,Sunnyvale Department of Public Safety
138000686,Theft,9/14/13 8:43,800 Block PAGODA TREE CT,Sunnyvale Department of Public Safety
130007362,Assault,9/14/13 11:15,900 Block LA MESA TE,Sunnyvale Department of Public Safety
130007363,Breaking & Entering,9/14/13 11:39,1000 Block W OLIVE AV,Sunnyvale Department of Public Safety
130009240,Theft,9/15/13 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
130915026,Theft,9/15/13 0:00,3400 Block EL CAMINO REAL,Santa Clara City Police Department
130915009,Assault,9/15/13 0:00,3400 Block WARBURTON AV,Santa Clara City Police Department
130009203,Assault,9/15/13 0:00,3400 Block WARBURTON AV,Santa Clara City Police Department
130915192,Theft,9/15/13 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
13-05156,Theft,9/15/13 16:57,1 Block & DEVINE ST,Mountain View Police Department
13-05177,Theft,9/15/13 18:07,800 Block CHURCH ST,Mountain View Police Department
13-05160,Assault,9/15/13 19:56,2500 Block GRANT RD,Mountain View Police Department
138000627,Theft,9/15/13 20:45,400 Block WILD CHERRY TER,Sunnyvale Department of Public Safety
13-05165,Breaking & Entering,9/15/13 23:58,100 Block W DANA ST,Mountain View Police Department
130009263,Theft,9/16/13 0:00,3400 Block EL CAMINO REAL,Santa Clara City Police Department
13-05168,Theft,9/16/13 8:38,1 Block W EL CAMINO REAL,Mountain View Police Department
138000626,Theft,9/16/13 11:05,1100 Block ASTER AVE,Sunnyvale Department of Public Safety
138000625,Theft,9/16/13 12:54,300 Block N SUNNYVALE,Sunnyvale Department of Public Safety
130009278,Theft,9/17/13 0:00,POMEROY AV & WARBURTON AV,Santa Clara City Police Department
130917078,Vehicle Recovery,9/17/13 0:00,BRIARWOOD DR & BERRY WAY,Santa Clara City Police Department
130917115,Theft,9/17/13 0:00,3500 Block GRANADA AV,Santa Clara City Police Department
130917016,Assault,9/17/13 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
130009289,Theft,9/17/13 0:00,EL CAMINO REAL & LAWRENCE EXPY,Santa Clara City Police Department
130009279,Theft,9/17/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
13-05197,Theft,9/17/13 7:29,3500 Block TRUMAN AV,Mountain View Police Department
13-05206,Theft,9/17/13 9:31,3500 Block TRUMAN AV,Mountain View Police Department
138000628,Theft,9/17/13 14:07,700 Block OLD SAN FRANCISCO,Sunnyvale Department of Public Safety
130007429,Theft,9/17/13 16:33,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007432,Other Sexual Offense,9/17/13 19:21,E FREMONT AV & PAULINE DR,Sunnyvale Department of Public Safety
130007434,Theft from Vehicle,9/17/13 22:23,100 Block S MURPHY AV,Sunnyvale Department of Public Safety
130009334,Theft,9/18/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130918211,Theft,9/18/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
13-05230,Theft,9/18/13 8:25,100 Block E DANA ST,Mountain View Police Department
130007456,Theft,9/18/13 13:23,800 Block E ARQUES AV,Sunnyvale Department of Public Safety
130007459,Other Sexual Offense,9/18/13 13:32,600 Block GRAND FIR AV,Sunnyvale Department of Public Safety
13-05233,Theft,9/18/13 15:53,1200 Block GRANT RD,Mountain View Police Department
13-05234,Theft,9/18/13 16:27,3500 Block TRUMAN AV,Mountain View Police Department
13-05666,Theft,9/18/13 17:34,700 Block E EL CAMINO REAL,Mountain View Police Department
130007465,Breaking & Entering,9/18/13 18:29,700 Block OLD SAN FRANCISCO RD,Sunnyvale Department of Public Safety
130919-0945,Assault,9/19/13 8:00,700 Block BERRY AV,Los Altos Police Department
138000680,Theft,9/19/13 8:57,400 Block TEA TREE TER,Sunnyvale Department of Public Safety
130007479,Theft,9/19/13 11:56,500 Block E WASHINGTON AV,Sunnyvale Department of Public Safety
13-05248,Theft,9/19/13 11:56,1800 Block MIRAMONTE AV,Mountain View Police Department
130007483,Theft,9/19/13 16:17,200 Block W MC KINLEY AV,Sunnyvale Department of Public Safety
130007491,Theft,9/19/13 21:06,700 Block OLD SAN FRANCISCO RD,Sunnyvale Department of Public Safety
130007492,Theft from Vehicle,9/19/13 21:42,1000 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007501,Theft from Vehicle,9/20/13 10:11,100 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
138000638,Theft,9/20/13 16:52,600 Block S FAIR OAKS AVE,Sunnyvale Department of Public Safety
130921116,Theft,9/21/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130009439,Theft,9/21/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130007525,Assault,9/21/13 10:49,SANTA ROSA ST & COLUSA AV,Sunnyvale Department of Public Safety
130007537,Theft from Vehicle,9/21/13 13:56,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
130007545,Assault,9/21/13 20:29,300 Block BEEMER AV,Sunnyvale Department of Public Safety
130007547,Assault,9/22/13 0:57,1200 Block SYCAMORE TE,Sunnyvale Department of Public Safety
130922-1117,Theft,9/22/13 11:07,1400 Block MIRAMONTE AV,Los Altos Police Department
138000635,Theft,9/22/13 12:23,1000 Block LOIS AVE,Sunnyvale Department of Public Safety
130007554,Theft,9/22/13 12:43,1000 Block VALENCIA AV,Sunnyvale Department of Public Safety
138000633,Theft,9/22/13 15:19,700 Block SHASTA FIR DR,Sunnyvale Department of Public Safety
130007556,Theft,9/22/13 16:36,800 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
130007559,Theft from Vehicle,9/22/13 18:16,800 Block E FREMONT AV,Sunnyvale Department of Public Safety
138000632,Theft,9/22/13 20:41,100 Block S SUNNYVALE AV,Sunnyvale Department of Public Safety
130923183,Theft,9/23/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130007562,Assault,9/23/13 1:42,700 Block CALLA DR,Sunnyvale Department of Public Safety
130007563,Breaking & Entering,9/23/13 7:51,1000 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
13-05321,Theft,9/23/13 9:02,3500 Block TRUMAN AV,Mountain View Police Department
138000631,Theft,9/23/13 10:55,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
13-05324,Theft from Vehicle,9/23/13 13:35,100 Block E EL CAMINO REAL,Mountain View Police Department
13-05325,Theft,9/23/13 15:21,900 Block HIGH SCHOOL WAY,Mountain View Police Department
130007584,Theft,9/23/13 16:26,300 Block E MAUDE AV,Sunnyvale Department of Public Safety
130007586,Breaking & Entering,9/23/13 18:46,800 Block E EVELYN AV,Sunnyvale Department of Public Safety
130924183,Theft,9/24/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130924147,Theft,9/24/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130009568,Theft,9/24/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
13-05342,Theft,9/24/13 0:22,CASTRO ST & W EL CAMINO REAL,Mountain View Police Department
13-05347,Theft of Vehicle,9/24/13 10:48,800 Block TULANE DR,Mountain View Police Department
138000634,Theft,9/24/13 12:36,800 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
13-05357,Breaking & Entering,9/24/13 15:55,700 Block LOLA LN,Mountain View Police Department
130009646,Breaking & Entering,9/25/13 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
130009598,Theft,9/25/13 0:00,2100 Block MONTEREY AV,Santa Clara City Police Department
130925118,Theft,9/25/13 0:00,2100 Block MONTEREY AV,Santa Clara City Police Department
130007623,Theft,9/25/13 9:05,500 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
130007625,Theft,9/25/13 10:46,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
130007641,Theft,9/25/13 17:52,200 Block W MC KINLEY AV,Sunnyvale Department of Public Safety
130007642,Theft from Vehicle,9/25/13 19:42,100 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007644,Theft from Vehicle,9/25/13 19:44,100 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007645,Theft from Vehicle,9/25/13 20:12,700 Block S MATHILDA AV,Sunnyvale Department of Public Safety
13-05390,Theft of Vehicle,9/25/13 20:34,1000 Block GRANT RD,Mountain View Police Department
130926232,Breaking & Entering,9/26/13 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
130926151,Breaking & Entering,9/26/13 0:00,3700 Block POINCIANA DR,Santa Clara City Police Department
130007663,Theft,9/26/13 14:24,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
130007666,Assault,9/26/13 14:40,600 Block S MARY AV,Sunnyvale Department of Public Safety
130007684,Theft,9/26/13 15:19,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
130007671,Breaking & Entering,9/26/13 18:05,700 Block BAMBOO DR,Sunnyvale Department of Public Safety
130007673,Assault,9/26/13 19:29,1100 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
13-05410,Breaking & Entering,9/26/13 20:42,600 Block FRANKLIN ST,Mountain View Police Department
130007675,Theft,9/26/13 21:27,1000 Block E ARQUES AV,Sunnyvale Department of Public Safety
13-05414,Breaking & Entering,9/26/13 23:36,600 Block FRANKLIN ST,Mountain View Police Department
130927086,Breaking & Entering,9/27/13 0:00,3700 Block POINCIANA DR,Santa Clara City Police Department
130007681,Theft,9/27/13 1:50,200 Block W CALIFORNIA AV,Sunnyvale Department of Public Safety
130007698,Theft,9/27/13 16:29,1200 Block OAKMEAD PK,Sunnyvale Department of Public Safety
13-05427,Other Sexual Offense,9/27/13 19:11,1200 Block GRANT RD,Mountain View Police Department
130007705,Theft from Vehicle,9/27/13 19:41,1000 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130009715,Theft,9/28/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
130928014,Assault,9/28/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130928097,Theft,9/28/13 0:00,3300 Block EL CAMINO REAL,Santa Clara City Police Department
130928035,Assault,9/28/13 0:00,NOBILI AV & EL CAMINO REAL,Santa Clara City Police Department
130928170,Theft,9/28/13 0:00,3400 Block MONROE ST,Santa Clara City Police Department
130007709,Assault with Deadly Weapon,9/28/13 0:01,200 Block E MAUDE AV,Sunnyvale Department of Public Safety
130007708,Assault,9/28/13 0:01,900 Block HENDERSON AV,Sunnyvale Department of Public Safety
130007712,Breaking & Entering,9/28/13 9:11,1000 Block W OLIVE AV,Sunnyvale Department of Public Safety
130007720,Theft from Vehicle,9/28/13 15:30,700 Block E. EL CAMINO REAL,Sunnyvale Department of Public Safety
130007725,Breaking & Entering,9/28/13 16:28,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130929153,Theft,9/29/13 0:00,3500 Block GRANADA AV,Santa Clara City Police Department
130009764,Theft,9/29/13 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
130007734,Assault,9/29/13 0:59,S MATHILDA AV & W EL CAMINO REAL,Sunnyvale Department of Public Safety
13-05477,Assault,9/29/13 7:57,1500 Block W EL CAMINO REAL,Mountain View Police Department
13-05479,Theft,9/29/13 12:51,400 Block SYLVAN AV,Mountain View Police Department
13-05499,Breaking & Entering,9/29/13 15:26,2400 Block GRANT RD,Mountain View Police Department
130007747,Assault with Deadly Weapon,9/29/13 21:29,100 Block S MURPHY AV,Sunnyvale Department of Public Safety
130007750,Assault,9/29/13 23:45,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
130930222,Theft,9/30/13 0:00,3500 Block AGATE DR,Santa Clara City Police Department
130009820,Theft,9/30/13 0:00,3500 Block AGATE DR,Santa Clara City Police Department
13-05532,Theft,9/30/13 7:30,1300 Block TODD ST,Mountain View Police Department
13-05533,Theft,9/30/13 7:38,3500 Block TRUMAN AV,Mountain View Police Department
130007757,Breaking & Entering,9/30/13 8:51,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
130007763,Breaking & Entering,9/30/13 11:55,300 Block N FAIR OAKS AV,Sunnyvale Department of Public Safety
138000650,Theft,9/30/13 14:05,100 Block E FREMONT AVE,Sunnyvale Department of Public Safety
130007772,Breaking & Entering,9/30/13 14:10,600 Block S FAIR OAKS AV,Sunnyvale Department of Public Safety
130007783,Theft,9/30/13 16:55,900 Block S WOLFE RD,Sunnyvale Department of Public Safety
130007788,Other Sexual Offense,9/30/13 19:53,700 Block S WOLFE RD,Sunnyvale Department of Public Safety
130007787,Theft,9/30/13 20:56,400 Block N MATHILDA AV,Sunnyvale Department of Public Safety
138000648,Theft,9/30/13 21:30,200 Block W WASHINGTON AVE,Sunnyvale Department of Public Safety
130007786,Theft,9/30/13 21:52,1200 Block E ARQUES AV,Sunnyvale Department of Public Safety
13-05559,Theft from Vehicle,9/30/13 22:52,1100 Block W EL CAMINO REAL,Mountain View Police Department
130007559,Breaking & Entering,10/1/13 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
130009852,Theft,10/1/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
131001212,Theft,10/1/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
131001219,Breaking & Entering,10/1/13 0:00,1900 Block HALFORD AV,Santa Clara City Police Department
