Identifier,Crime Type,Date/Time,Address,Agency
1400831,Other,2/13/14 9:18,400 Block W EL CAMINO REAL,Mountain View Police Department
1400830,Theft,2/13/14 7:29,500 Block CYPRESS POINT DR,Mountain View Police Department
1400829,Drugs,2/13/14 0:39,400 Block CHIQUITA AV,Mountain View Police Department
1400827,Assault,2/12/14 23:34,1900 Block CALIFORNIA ST,Mountain View Police Department
1400826,Drugs,2/12/14 22:24,700 Block E EL CAMINO REAL,Mountain View Police Department
1400825,Drugs,2/12/14 21:32,1900 Block LATHAM ST,Mountain View Police Department
1400822,Disorder,2/12/14 18:49,800 Block CHURCH ST,Mountain View Police Department
1400821,Assault,2/12/14 18:23,200 Block TYRELLA AV,Mountain View Police Department
1400823,Drugs,2/12/14 17:38,100 Block E EL CAMINO REAL,Mountain View Police Department
1400819,Theft of Vehicle,2/12/14 16:57,2700 Block LEVIN CT,Mountain View Police Department
1400817,Other,2/12/14 16:18,1500 Block W EL CAMINO REAL,Mountain View Police Department
1400816,Other,2/12/14 12:14,BERNARDO AV & EL CAMINO REAL,Mountain View Police Department
1400810,Theft,2/12/14 8:31,600 Block DRUCILLA DR,Mountain View Police Department
1400806,Other,2/11/14 23:00,WALGRNS 121 EECR,Mountain View Police Department
1400813,Theft,2/11/14 21:58,600 Block W EVELYN AV,Mountain View Police Department
1400805,Missing Person,2/11/14 21:42,UNKNOWN ST,Mountain View Police Department
1400802,Missing Person,2/11/14 21:29,500 Block VIEW ST,Mountain View Police Department
1400803,Theft from Vehicle,2/11/14 21:26,BEST BUY,Mountain View Police Department
1400796,Theft,2/11/14 15:04,S BERNARDO AV & E EVELYN AV,Mountain View Police Department
1400793,Other,2/11/14 14:41,900 Block VILLA ST,Mountain View Police Department
1400791,Missing Person,2/11/14 14:31,500 Block VIEW ST,Mountain View Police Department
1400795,Other,2/11/14 14:20,1000 Block CRESTVIEW DR,Mountain View Police Department
1400788,Liquor,2/11/14 11:35,200 Block E MIDDLEFIELD RD,Mountain View Police Department
1400790,Other,2/11/14 11:31,1000 Block SPENCER AV,Mountain View Police Department
1400784,Other,2/11/14 9:00,200 Block ADA AV,Mountain View Police Department
1400783,Assault,2/11/14 7:54,2500 Block GRANT RD,Mountain View Police Department
1400780,Theft from Vehicle,2/11/14 7:20,700 Block LEONA LN,Mountain View Police Department
1400778,Vehicle Stop,2/11/14 0:07,NB 237 & MIDDLEFIELD EXIT,Mountain View Police Department
1400777,Other,2/10/14 23:15,HWY 85 & MOFFETT BLVD,Mountain View Police Department
1400785,Theft,2/10/14 19:24,100 Block N WHISMAN RD,Mountain View Police Department
1400773,Other,2/10/14 18:02,200 Block E MIDDLEFIELD RD,Mountain View Police Department
1400771,Other,2/10/14 17:06,100 Block SOUTH DR,Mountain View Police Department
1400770,Theft of Vehicle,2/10/14 15:46,800 Block ALICE AV,Mountain View Police Department
1400763,Theft,2/10/14 12:21,200 Block CASTRO ST,Mountain View Police Department
1400762,Disorder,2/10/14 11:38,BLOSSOM LN & VILLA ST,Mountain View Police Department
1400759,Theft,2/10/14 9:48,600 Block FRANKLIN ST,Mountain View Police Department
1400756,Theft,2/10/14 8:19,700 Block S SHORELINE BLVD,Mountain View Police Department
1400755,Theft,2/10/14 8:11,500 Block LEONA LN,Mountain View Police Department
1400749,Breaking & Entering,2/10/14 6:14,200 Block HOPE ST,Mountain View Police Department
1400748,Other,2/10/14 2:16,2500 Block GRANT RD,Mountain View Police Department
1400747,Traffic,2/10/14 0:47,CALIFORNIA ST & S SHORELINE BLVD,Mountain View Police Department
1400746,Other,2/9/14 23:28,1000 Block VILLA ST,Mountain View Police Department
1400738,Other,2/9/14 6:54,1300 Block VILLA ST,Mountain View Police Department
1400737,Disorder,2/9/14 3:35,800 Block MOUNTAIN VIEW AV,Mountain View Police Department
1400734,Traffic,2/9/14 1:30,W EVELYN AV & HOPE ST,Mountain View Police Department
1400733,Traffic,2/9/14 1:14,W EL CAMINO REAL & ESCUELA AV,Mountain View Police Department
1400729,Assault,2/8/14 21:18,1400 Block W EL CAMINO REAL,Mountain View Police Department
1400724,Other,2/8/14 17:01,1900 Block W EL CAMINO REAL,Mountain View Police Department
1400721,Other,2/8/14 14:21,CALIFORNIA ST & VIEW ST,Mountain View Police Department
1400720,Theft from Vehicle,2/8/14 14:20,1900 Block W EL CAMINO REAL,Mountain View Police Department
1400719,Drugs,2/8/14 12:48,CASTRO ST & W DANA ST,Mountain View Police Department
1400717,Other,2/8/14 11:03,1000 Block VILLA ST,Mountain View Police Department
1400715,Traffic,2/8/14 2:20,200 Block CALDERON AV,Mountain View Police Department
1400713,Traffic,2/8/14 1:30,CALIFORNIA ST & OAK ST,Mountain View Police Department
1400705,Other,2/7/14 18:15,200 Block MERCY ST,Mountain View Police Department
1400704,Other,2/7/14 16:10,200 Block E MIDDLEFIELD RD,Mountain View Police Department
1400703,Traffic,2/7/14 14:13,HWY 237 & E MIDDLEFIELD RD,Mountain View Police Department
1400701,Theft of Vehicle,2/7/14 13:50,300 Block PALO ALTO AV,Mountain View Police Department
1400697,Drugs,2/7/14 10:13,3500 Block TRUMAN AV,Mountain View Police Department
1400695,Disorder,2/7/14 0:16,CASTRO ST & VILLA ST,Mountain View Police Department
1400693,Other,2/6/14 23:11,100 Block CALDERON AV,Mountain View Police Department
1400690,Breaking & Entering,2/6/14 18:17,600 Block CUESTA DR,Mountain View Police Department
1400686,Other,2/6/14 16:28,1000 Block VILLA ST,Mountain View Police Department
1400684,Breaking & Entering,2/6/14 12:37,1600 Block NOTRE DAME DR,Mountain View Police Department
1400681,Theft,2/6/14 9:08,200 Block E EL CAMINO REAL,Mountain View Police Department
1400680,Theft from Vehicle,2/6/14 8:42,1000 Block CRESTVIEW DR,Mountain View Police Department
1400678,Theft from Vehicle,2/6/14 7:18,1200 Block DALE AV,Mountain View Police Department
1400677,Theft,2/6/14 7:17,100 Block BEL AIR CT,Mountain View Police Department
1400679,Breaking & Entering,2/6/14 6:31,RAMADA INN,Mountain View Police Department
1400676,Drugs,2/5/14 23:25,CENTRAL EXPY & MOFFETT BLVD,Mountain View Police Department
1400675,Other Sexual Offense,2/5/14 22:28,1500 Block W EL CAMINO REAL,Mountain View Police Department
1400673,Other,2/5/14 16:05,1000 Block VILLA ST,Mountain View Police Department
1400671,Theft,2/5/14 14:59,300 Block CASTRO ST,Mountain View Police Department
1400669,Drugs,2/5/14 13:52,1200 Block GRANT RD,Mountain View Police Department
1400667,Traffic,2/5/14 13:00,300 Block EUNICE AV,Mountain View Police Department
1400666,Drugs,2/5/14 11:42,1100 Block CASTRO ST,Mountain View Police Department
1400665,Other,2/5/14 10:24,1000 Block VILLA ST,Mountain View Police Department
1400662,Assault,2/5/14 8:45,CENTRAL EXPY & N WHISMAN RD,Mountain View Police Department
1400660,Property Crime,2/5/14 7:45,500 Block ESCUELA AV,Mountain View Police Department
1400659,Theft,2/5/14 7:38,100 Block W EVELYN AV,Mountain View Police Department
1400657,Other,2/5/14 2:35,100 Block E EL CAMINO REAL,Mountain View Police Department
1400655,Disorder,2/5/14 0:46,CASTRO ST & MERCY ST,Mountain View Police Department
1400656,Drugs,2/5/14 0:32,CALIFORNIA ST & CASTRO ST,Mountain View Police Department
1400654,Other,2/4/14 22:36,1900 Block LATHAM ST,Mountain View Police Department
1400652,Traffic,2/4/14 21:26,S SHORELINE BLVD & VILLA ST,Mountain View Police Department
1400751,Theft from Vehicle,2/4/14 20:32,1200 Block DALE AV,Mountain View Police Department
1400648,Breaking & Entering,2/4/14 18:35,1100 Block EL MONTE AV,Mountain View Police Department
1400644,Other,2/4/14 15:08,2500 Block GRANT RD,Mountain View Police Department
1400641,Traffic,2/4/14 13:54,1800 Block EDNAMARY WAY,Mountain View Police Department
1400638,Breaking & Entering,2/4/14 12:51,600 Block CASTRO ST,Mountain View Police Department
1400639,Traffic,2/4/14 12:46,2000 Block LATHAM ST,Mountain View Police Department
1400640,Other Sexual Offense,2/4/14 12:27,400 Block HOPE ST,Mountain View Police Department
1400637,Property Crime,2/4/14 9:38,1000 Block W EL CAMINO REAL,Mountain View Police Department
1400636,Theft,2/4/14 9:30,1600 Block VILLA ST,Mountain View Police Department
1400633,Other,2/4/14 3:05,100 Block E EL CAMINO REAL,Mountain View Police Department
1400629,Theft,2/3/14 16:54,100 Block E EL CAMINO REAL,Mountain View Police Department
1400626,Other,2/3/14 16:40,1900 Block LATHAM ST,Mountain View Police Department
1400634,Theft,2/3/14 16:39,3500 Block TRUMAN AV,Mountain View Police Department
1400625,Theft of Vehicle,2/3/14 15:54,1900 Block W EL CAMINO REAL,Mountain View Police Department
1400623,Other,2/3/14 14:20,100 Block E EL CAMINO REAL,Mountain View Police Department
1400620,Theft,2/3/14 14:15,600 Block RAINBOW DR,Mountain View Police Department
1400621,Other,2/3/14 12:58,1100 Block CASTRO ST,Mountain View Police Department
1400617,Traffic,2/3/14 12:08,2000 Block LATHAM ST,Mountain View Police Department
1400618,Other,2/3/14 11:47,S SHORELINE BLVD & SNOW ST,Mountain View Police Department
1400614,Missing Person,2/3/14 10:01,1800 Block CALIFORNIA ST,Mountain View Police Department
1400609,Theft,2/3/14 8:09,500 Block CYPRESS POINT DR,Mountain View Police Department
1400607,Theft of Vehicle,2/3/14 7:02,400 Block FAIRMONT AV,Mountain View Police Department
1400606,Traffic,2/3/14 6:41,S SHORELINE BLVD & VILLA ST,Mountain View Police Department
1400604,Other,2/2/14 22:55,100 Block E MIDDLEFIELD RD,Mountain View Police Department
1400602,Other,2/2/14 21:50,OAK ST & VILLA ST,Mountain View Police Department
1400635,Theft,2/2/14 11:39,200 Block EASY ST,Mountain View Police Department
1400590,Disorder,2/1/14 15:57,2500 Block GRANT RD,Mountain View Police Department
1400591,Other,2/1/14 15:49,MIRAMONTE AV & SONIA WAY,Mountain View Police Department
1400586,Other,2/1/14 13:59,CASTRO ST & MERCY ST,Mountain View Police Department
1400608,Theft,2/1/14 12:05,500 Block FRANKLIN ST,Mountain View Police Department
1400581,Disorder,2/1/14 4:28,CASTRO ST & CENTRAL EXPY,Mountain View Police Department
1400580,Theft from Vehicle,2/1/14 3:44,BRYANT ST & W DANA ST,Mountain View Police Department
1400579,Property Crime,2/1/14 2:01,200 Block CASTRO ST,Mountain View Police Department
1400576,Other,1/31/14 22:48,300 Block PIONEER WAY,Mountain View Police Department
1400566,Other Sexual Offense,1/31/14 16:15,1000 Block VILLA ST,Mountain View Police Department
1400565,Other,1/31/14 15:56,2700 Block WASATCH DR,Mountain View Police Department
1400567,Drugs,1/31/14 14:57,300 Block ANGEL AV,Mountain View Police Department
1400559,Breaking & Entering,1/31/14 9:03,800 Block CASTRO ST,Mountain View Police Department
1400557,Drugs,1/31/14 2:06,100 Block E EL CAMINO REAL,Mountain View Police Department
1400556,Other,1/30/14 18:41,300 Block ESCUELA AV,Mountain View Police Department
1400554,Drugs,1/30/14 18:41,CENTRAL EXPY & RAVENDALE DR,Mountain View Police Department
1400552,Breaking & Entering,1/30/14 17:30,600 Block FRANKLIN ST,Mountain View Police Department
1400550,Traffic,1/30/14 16:15,300 Block ESCUELA AV,Mountain View Police Department
1400548,Theft,1/30/14 16:09,1 Block ELDORA DR,Mountain View Police Department
1400547,Theft,1/30/14 14:00,1 Block ELDORA DR,Mountain View Police Department
1400546,Disorder,1/30/14 13:27,1000 Block GRANT RD,Mountain View Police Department
1400542,Theft,1/30/14 10:24,1 Block CHURCH ST,Mountain View Police Department
1400543,Other,1/30/14 10:00,600 Block VICTOR WAY,Mountain View Police Department
1400538,Other,1/30/14 1:44,1900 Block W EL CAMINO REAL,Mountain View Police Department
1400537,Traffic,1/30/14 0:15,CLARK AV & W EL CAMINO REAL,Mountain View Police Department
1400535,Other,1/29/14 20:06,600 Block CHURCH ST,Mountain View Police Department
1400534,Other,1/29/14 19:11,CARMELITA DR & MARTENS AV,Mountain View Police Department
1400532,Other,1/29/14 16:48,400 Block SYLVAN AV,Mountain View Police Department
1400540,Disorder,1/29/14 16:31,2200 Block LATHAM ST,Mountain View Police Department
1400526,Other,1/29/14 13:23,1000 Block VILLA ST,Mountain View Police Department
1400523,Other,1/29/14 13:17,900 Block CLARK AV,Mountain View Police Department
1400527,Other,1/29/14 13:10,200 Block MOUNTAIN VIEW AV,Mountain View Police Department
1400521,Drugs,1/29/14 11:33,200 Block GLADYS AV,Mountain View Police Department
1400515,Other,1/29/14 7:42,2100 Block W EL CAMINO REAL,Mountain View Police Department
1400510,Other,1/28/14 20:48,200 Block VIEW ST,Mountain View Police Department
1400509,Missing Person,1/28/14 18:07,500 Block VIEW ST,Mountain View Police Department
1400507,Other,1/28/14 16:58,16200 Block VINEYARD BLVD,Mountain View Police Department
1400503,Theft,1/28/14 13:56,1600 Block W EL CAMINO REAL,Mountain View Police Department
1400502,Property Crime,1/28/14 13:55,600 Block W EVELYN AV,Mountain View Police Department
1400501,Traffic,1/28/14 12:51,E EL CAMINO REAL & HWY 85,Mountain View Police Department
1400500,Other,1/28/14 11:31,1000 Block VILLA ST,Mountain View Police Department
1400495,Drugs,1/28/14 10:42,1100 Block CASTRO ST,Mountain View Police Department
1400494,Other,1/28/14 9:56,300 Block CASTRO ST,Mountain View Police Department
1400491,Other,1/28/14 8:37,100 Block W DANA ST,Mountain View Police Department
1400513,Breaking & Entering,1/28/14 8:12,300 Block CASTRO ST,Mountain View Police Department
1400489,Theft,1/28/14 7:25,200 Block ANDSBURY AV,Mountain View Police Department
1400488,Disorder,1/28/14 2:28,2500 Block GRANT RD,Mountain View Police Department
1400487,Assault,1/27/14 23:23,1900 Block LATHAM ST,Mountain View Police Department
1400482,Traffic,1/27/14 18:51,HWY 237 & E MIDDLEFIELD RD,Mountain View Police Department
1400484,Breaking & Entering,1/27/14 18:26,1200 Block CHRISTOBAL PRIVADA,Mountain View Police Department
1400481,Other,1/27/14 17:29,2500 Block GRANT RD,Mountain View Police Department
1400473,Traffic,1/27/14 11:33,GRANT RD & NORTH DR,Mountain View Police Department
1400474,Property Crime,1/27/14 10:50,1000 Block CRESTVIEW DR,Mountain View Police Department
1400469,Other,1/27/14 10:13,100 Block ADA AV,Mountain View Police Department
1400467,Theft from Vehicle,1/27/14 10:11,400 Block FOXBOROUGH DR,Mountain View Police Department
1400466,Theft,1/27/14 10:08,1600 Block VILLA ST,Mountain View Police Department
1400463,Theft,1/27/14 9:51,500 Block FRANKLIN ST,Mountain View Police Department
1400458,Theft from Vehicle,1/27/14 6:39,100 Block ADA AV,Mountain View Police Department
1400456,Theft of Vehicle,1/26/14 20:37,700 Block CONTINENTAL CIR,Mountain View Police Department
1400455,Missing Person,1/26/14 20:18,500 Block VIEW ST,Mountain View Police Department
1400453,Drugs,1/26/14 18:36,700 Block E EVELYN AV,Mountain View Police Department
1400454,Other,1/26/14 18:16,200 Block ORCHARD AV,Mountain View Police Department
1400449,Other,1/26/14 14:16,1000 Block VILLA ST,Mountain View Police Department
1400448,Traffic,1/26/14 6:08,300 Block FOXBOROUGH DR,Mountain View Police Department
1400445,Disorder,1/26/14 1:08,200 Block CASTRO ST,Mountain View Police Department
1400444,Assault,1/26/14 0:44,1300 Block MARILYN DR,Mountain View Police Department
1400443,Traffic,1/26/14 0:11,CHIQUITA AV & MERCY ST,Mountain View Police Department
1400434,Theft of Vehicle,1/25/14 7:14,2500 Block GRANT RD,Mountain View Police Department
1400433,Breaking & Entering,1/25/14 5:30,500 Block CYPRESS POINT DR,Mountain View Police Department
1400431,Traffic,1/25/14 1:55,CASTRO ST & CENTRAL EXPY,Mountain View Police Department
1400432,Traffic,1/25/14 1:52,LATHAM ST & S RENGSTORFF AV,Mountain View Police Department
1400430,Traffic,1/24/14 23:57,CASTRO ST & W EL CAMINO REAL,Mountain View Police Department
1400428,Other,1/24/14 20:36,600 Block LOLA LN,Mountain View Police Department
1400427,Other,1/24/14 18:05,1900 Block CALIFORNIA ST,Mountain View Police Department
1400426,Other,1/24/14 16:37,2000 Block CALIFORNIA ST,Mountain View Police Department
1400423,Traffic,1/24/14 7:43,300 Block BRYANT ST,Mountain View Police Department
1400422,Drugs,1/24/14 3:56,1900 Block CALIFORNIA ST,Mountain View Police Department
1400420,Other,1/23/14 23:15,300 Block PIONEER WAY,Mountain View Police Department
1400419,Assault,1/23/14 22:58,200 Block CASTRO ST,Mountain View Police Department
1400417,Traffic,1/23/14 17:17,600 Block CUESTA DR,Mountain View Police Department
1400416,Other,1/23/14 16:49,300 Block ESCUELA AV,Mountain View Police Department
1400415,Other,1/23/14 15:59,1000 Block VILLA ST,Mountain View Police Department
1400413,Other,1/23/14 14:12,400 Block KASRA DR,Mountain View Police Department
1400412,Other,1/23/14 14:02,200 Block ANO AV,Mountain View Police Department
1400409,Other,1/23/14 12:17,800 Block HARPSTER DR,Mountain View Police Department
1400408,Missing Person,1/23/14 7:13,1900 Block LATHAM ST,Mountain View Police Department
1400407,Theft,1/23/14 7:08,400 Block W EVELYN AV,Mountain View Police Department
1400404,Assault,1/22/14 16:44,100 Block CASTRO ST,Mountain View Police Department
1400403,Disorder,1/22/14 15:10,100 Block W EVELYN AV,Mountain View Police Department
1400400,Other,1/22/14 13:58,3500 Block TRUMAN AV,Mountain View Police Department
1400393,Traffic,1/22/14 8:58,E EL CAMINO REAL & HWY 85,Mountain View Police Department
1400389,Theft,1/22/14 8:07,700 Block CASTRO ST,Mountain View Police Department
1400386,Other,1/22/14 7:28,1900 Block W EL CAMINO REAL,Mountain View Police Department
1400380,Assault,1/21/14 22:13,800 Block JEFFERSON DR,Mountain View Police Department
1400374,Traffic,1/21/14 16:45,CENTRAL EXPY & HWY 85,Mountain View Police Department
1400378,Other,1/21/14 11:59,LAKE COUNTY JAIL,Mountain View Police Department
1400362,Other,1/20/14 22:15,1900 Block CALIFORNIA ST,Mountain View Police Department
1400364,Theft,1/20/14 17:14,200 Block PAMELA DR,Mountain View Police Department
1400358,Disorder,1/20/14 17:06,200 Block PAMELA DR,Mountain View Police Department
1400357,Other,1/20/14 16:41,1000 Block WILLIAMS WAY,Mountain View Police Department
1400348,Theft,1/20/14 11:10,CASTRO ST & FAIRMONT AV,Mountain View Police Department
1400343,Theft from Vehicle,1/20/14 11:03,500 Block FRANKLIN ST,Mountain View Police Department
1400341,Theft,1/20/14 10:59,100 Block N WHISMAN RD,Mountain View Police Department
1400337,Property Crime,1/20/14 10:51,1900 Block W EL CAMINO REAL,Mountain View Police Department
1400334,Assault,1/20/14 9:56,CALIFORNIA ST & S SHORELINE BLVD,Mountain View Police Department
1400333,Other,1/20/14 9:31,1300 Block ISABELLE AV,Mountain View Police Department
1400325,Drugs,1/20/14 3:31,2500 Block GRANT RD,Mountain View Police Department
1400324,Other,1/20/14 0:11,500 Block S RENGSTORFF AV,Mountain View Police Department
1400323,Assault,1/19/14 22:07,2200 Block LATHAM ST,Mountain View Police Department
1400321,Theft from Vehicle,1/19/14 21:24,1 Block W EL CAMINO REAL,Mountain View Police Department
1400320,Traffic,1/19/14 19:12,800 Block W DANA ST,Mountain View Police Department
1400319,Traffic,1/19/14 18:34,1 Block W EL CAMINO REAL,Mountain View Police Department
1400363,Theft,1/19/14 15:37,500 Block CHURCH ST,Mountain View Police Department
1400315,Theft,1/19/14 10:46,1000 Block GRANT RD,Mountain View Police Department
1400314,Theft of Vehicle,1/19/14 10:16,100 Block BRYANT ST,Mountain View Police Department
1400313,Other,1/19/14 9:39,1000 Block VILLA ST,Mountain View Police Department
1400312,Disorder,1/19/14 2:51,1000 Block VILLA ST,Mountain View Police Department
1400311,Property Crime,1/19/14 2:24,600 Block RAINBOW DR,Mountain View Police Department
1400307,Other,1/18/14 23:12,800 Block PARK DR,Mountain View Police Department
1400306,Drugs,1/18/14 22:36,S BERNARDO AV & E EVELYN AV,Mountain View Police Department
1400304,Assault,1/18/14 21:37,1500 Block BEGEN AV,Mountain View Police Department
1400302,Other,1/18/14 19:07,1000 Block GRANT RD,Mountain View Police Department
1400300,Other Sexual Offense,1/18/14 17:35,800 Block CALIFORNIA ST,Mountain View Police Department
1400299,Property Crime,1/18/14 16:50,1400 Block CALIFORNIA ST,Mountain View Police Department
1400297,Traffic,1/18/14 9:05,200 Block TYRELLA AV,Mountain View Police Department
1400295,Traffic,1/18/14 2:06,FRANKLIN ST & VILLA ST,Mountain View Police Department
1400293,Traffic,1/18/14 1:03,1000 Block CASTRO ST,Mountain View Police Department
1400292,Other,1/17/14 22:26,1100 Block CASTRO ST,Mountain View Police Department
1400291,Disorder,1/17/14 20:18,700 Block CASTRO ST,Mountain View Police Department
1400289,Drugs,1/17/14 16:53,800 Block BRYANT AV,Mountain View Police Department
1400284,Theft,1/17/14 9:31,600 Block RAINBOW DR,Mountain View Police Department
1400281,Theft,1/17/14 9:21,600 Block RAINBOW DR,Mountain View Police Department
1400282,Traffic,1/17/14 9:21,1900 Block GAMEL WAY,Mountain View Police Department
1400280,Other,1/17/14 1:20,600 Block VICTOR WAY,Mountain View Police Department
1400279,Traffic,1/16/14 23:31,LATHAM ST & S RENGSTORFF AV,Mountain View Police Department
1400278,Traffic,1/16/14 22:59,CASTRO ST & W EVELYN AV,Mountain View Police Department
1400274,Theft,1/16/14 18:06,700 Block E EL CAMINO REAL,Mountain View Police Department
1400273,Other,1/16/14 17:09,W EL CAMINO REAL & EL MONTE AV,Mountain View Police Department
1400272,Assault,1/16/14 15:47,CASTRO ST & VILLA ST,Mountain View Police Department
1400271,Breaking & Entering,1/16/14 14:35,500 Block E EVELYN AV,Mountain View Police Department
1400266,Traffic,1/16/14 13:37,400 Block CASTRO ST,Mountain View Police Department
1400269,Traffic,1/16/14 13:30,GLADYS AV & N WHISMAN RD,Mountain View Police Department
1400268,Other,1/16/14 12:57,CALIFORNIA ST & PALO ALTO AV,Mountain View Police Department
1400265,Other,1/16/14 12:50,UNKNOWN,Mountain View Police Department
1400267,Other,1/16/14 12:10,100 Block PASEO CT,Mountain View Police Department
1400263,Traffic,1/16/14 10:43,CALDERON AV & W DANA ST,Mountain View Police Department
1400260,Traffic,1/16/14 8:16,FORDHAM WAY & MEADOW LN,Mountain View Police Department
1400259,Traffic,1/16/14 2:46,W EL CAMINO REAL & GRANT RD,Mountain View Police Department
1400252,Traffic,1/15/14 17:06,BARBARA AV & MIRAMONTE AV,Mountain View Police Department
1400255,Other,1/15/14 17:04,500 Block CASTRO ST,Mountain View Police Department
1400250,Other,1/15/14 15:10,1200 Block N MILPITAS,Mountain View Police Department
1400249,Disorder,1/15/14 13:31,3500 Block TRUMAN AV,Mountain View Police Department
1400246,Other,1/15/14 10:08,1000 Block VILLA ST,Mountain View Police Department
1400242,Other,1/15/14 7:26,2500 Block WESTFORD WAY,Mountain View Police Department
1400240,Theft from Vehicle,1/14/14 22:37,2200 Block W EL CAMINO REAL,Mountain View Police Department
