11-0305,Assault,800 Block SANTA CRUZ AV,Menlo Park Police Department,1/30/2014,16:00
11-0307,Breaking & Entering,500 Block EL CAMINO REAL,Menlo Park Police Department,1/30/2014,20:42
Nov-49,Theft,400 Block POPE ST,Menlo Park Police Department,11/1/2013,8:05
Nov-75,Theft,500 Block EL CAMINO REAL,Menlo Park Police Department,11/3/2013,15:08
Nov-95,Breaking & Entering,300 Block UNIVERSITY DR,Menlo Park Police Department,11/5/2013,11:15
20-Nov,Theft,1 Block EL CAMINO REAL,Menlo Park Police Department,11/7/2013,8:00
21-Nov,Theft from Vehicle,1400 Block SAN ANTONIO ST,Menlo Park Police Department,11/7/2013,9:28
Nov-32,Robbery,1100 Block EL CAMINO REAL,Menlo Park Police Department,11/8/2013,13:46
Nov-40,Theft,300 Block MCKENDRY DR,Menlo Park Police Department,11/9/2013,0:00
Nov-38,Theft,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/2013,9:13
Nov-39,Theft,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/2013,21:00
Nov-44,Breaking & Entering,2100 Block SANTA CRUZ AV,Menlo Park Police Department,11/9/2013,22:00
Nov-58,Assault,500 Block EL CAMINO REAL,Menlo Park Police Department,11/11/2013,13:26
Nov-68,Theft from Vehicle,1400 Block GARWOOD WY,Menlo Park Police Department,11/12/2013,17:30
Nov-76,Assault,MARSH RD & BAYFRONT EX,Menlo Park Police Department,11/12/2013,21:49
Nov-80,Theft from Vehicle,500 Block UNIVERSITY DR,Menlo Park Police Department,11/13/2013,0:00
Nov-83,Theft,OAK GROVE AV & MALONEY LN,Menlo Park Police Department,11/13/2013,9:00
Nov-89,Assault,1200 Block CRANE ST,Menlo Park Police Department,11/14/2013,5:30
Nov-97,Theft,1100 Block CHESTNUT ST,Menlo Park Police Department,11/14/2013,14:00
4-Nov,Theft from Vehicle,1100 Block CRANE ST,Menlo Park Police Department,11/14/2013,18:00
5-Nov,Theft from Vehicle,RAVENSWOOD AV & EL CAMINO REAL,Menlo Park Police Department,11/14/2013,18:30
Nov-93,Theft,400 Block RAVENSWOOD AV,Menlo Park Police Department,11/14/2013,22:00
28-Nov,Breaking & Entering,1 Block MAYWOOD LN,Menlo Park Police Department,11/16/2013,0:00
26-Nov,Assault,500 Block HOBART ST,Menlo Park Police Department,11/16/2013,2:34
Nov-55,Breaking & Entering,1900 Block MENALTO AV,Menlo Park Police Department,11/19/2013,15:00
Nov-58,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:00
Nov-60,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:15
Nov-59,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:30
Nov-57,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:30
Nov-67,Assault,500 Block UNIVERSITY DR,Menlo Park Police Department,11/20/2013,11:05
Nov-84,Theft,500 Block FANITA WY,Menlo Park Police Department,11/22/2013,0:00
Nov-90,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,11/22/2013,15:45
Nov-98,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/22/2013,21:00
Nov-96,Assault,200 Block SANTA MARGARITA AV,Menlo Park Police Department,11/22/2013,21:57
1-Nov,Breaking & Entering,1300 Block N LEMON AV,Menlo Park Police Department,11/23/2013,22:00
13-Nov,Breaking & Entering,700 Block EL CAMINO REAL,Menlo Park Police Department,11/24/2013,2:00
Nov-37,Theft,1500 Block EL CAMINO REAL,Menlo Park Police Department,11/26/2013,17:00
Nov-64,Theft,LINFIELD DR & SHERWOOD WY,Menlo Park Police Department,11/29/2013,0:00
Nov-73,Theft,1800 Block WHITE OAK DR,Menlo Park Police Department,11/30/2013,3:42
Nov-98,Theft from Vehicle,1200 Block SANTA CRUZ AV,Menlo Park Police Department,10/3/2013,3:00
10-Nov,Assault,800 Block MIDDLE AV,Menlo Park Police Department,10/4/2013,18:37
15-Nov,Theft,1300 Block MILLS ST,Menlo Park Police Department,10/5/2013,8:00
Nov-35,Theft,500 Block LAUREL ST,Menlo Park Police Department,10/7/2013,12:19
Nov-55,Breaking & Entering,200 Block WAVERLEY ST,Menlo Park Police Department,10/8/2013,14:00
Nov-70,Sexual Assault,2100 Block SANTA CRUZ AV,Menlo Park Police Department,10/10/2013,0:00
Nov-76,Theft,400 Block OAK CT,Menlo Park Police Department,10/10/2013,23:55
7-Nov,Theft from Vehicle,MARSH RD & BAYFRONT EX,Menlo Park Police Department,10/13/2013,7:58
20-Nov,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,10/14/2013,10:28
30-Nov,Assault,1 Block MIDDLEFIELD RD,Menlo Park Police Department,10/14/2013,19:41
Nov-49,Theft,1000 Block UNIVERSITY DR,Menlo Park Police Department,10/16/2013,13:05
Nov-54,Theft of Vehicle,1100 Block EL CAMINO REAL,Menlo Park Police Department,10/16/2013,14:00
Nov-80,Sexual Assault,400 Block POPE ST,Menlo Park Police Department,10/17/2013,0:00
Nov-62,Assault,600 Block WILLOW RD,Menlo Park Police Department,10/17/2013,8:27
Nov-64,Theft,300 Block MIDDLEFIELD RD,Menlo Park Police Department,10/17/2013,14:00
Nov-77,Theft,800 Block SANTA CRUZ AV,Menlo Park Police Department,10/18/2013,14:30
30-Nov,Theft from Vehicle,MENLO AV & CRANE ST,Menlo Park Police Department,10/23/2013,0:00
Nov-49,Breaking & Entering,700 Block HOBART ST,Menlo Park Police Department,10/24/2013,0:00
Nov-46,Assault,1200 Block CRANE ST,Menlo Park Police Department,10/24/2013,6:00
Nov-43,Theft,200 Block E OKEEFE ST,Menlo Park Police Department,10/24/2013,23:00
Nov-87,Assault with Deadly Weapon,300 Block WAVERLEY ST,Menlo Park Police Department,10/28/2013,12:18
1-Nov,Robbery,700 Block SANTA CRUZ AV,Menlo Park Police Department,10/29/2013,12:25
2-Nov,Breaking & Entering,1400 Block WOODLAND AV,Menlo Park Police Department,10/29/2013,13:25
19-Nov,Theft,1100 Block EL CAMINO REAL,Menlo Park Police Department,10/30/2013,9:45
18-Nov,Theft,400 Block EL CAMINO REAL,Menlo Park Police Department,10/30/2013,11:45
30-Nov,Theft from Vehicle,1800 Block OAK KNOLL LN,Menlo Park Police Department,10/30/2013,17:10
23-Nov,Theft,300 Block COTTON ST,Menlo Park Police Department,10/30/2013,18:30
Nov-41,Breaking & Entering,800 Block PARTRIDGE AV,Menlo Park Police Department,10/31/2013,13:40
Nov-44,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,9/2/2013,20:34
Nov-70,Breaking & Entering,800 Block WOODLAND AV,Menlo Park Police Department,9/4/2013,0:00
Nov-69,Theft,1800 Block EL CAMINO REAL,Menlo Park Police Department,9/4/2013,0:00
Nov-81,Breaking & Entering,1700 Block EL CAMINO REAL,Menlo Park Police Department,9/5/2013,3:50
Nov-97,Theft,200 Block MARMONA DR,Menlo Park Police Department,9/7/2013,8:30
21-Nov,Theft,500 Block EL CAMINO REAL,Menlo Park Police Department,9/10/2013,13:43
28-Nov,Breaking & Entering,200 Block MIDDLEFIELD RD,Menlo Park Police Department,9/10/2013,15:00
17-Nov,Theft,1 Block N PEDRO ST,Menlo Park Police Department,9/10/2013,19:00
Nov-38,Theft,1 Block MIDDLEFIELD RD,Menlo Park Police Department,9/11/2013,0:00
Nov-39,Theft,900 Block SANTA CRUZ AV,Menlo Park Police Department,9/11/2013,8:55
Nov-42,Theft,500 Block LAUREL ST,Menlo Park Police Department,9/11/2013,9:30
Nov-53,Breaking & Entering,200 Block MIDDLEFIELD RD,Menlo Park Police Department,9/11/2013,14:50
Nov-35,Breaking & Entering,2000 Block SANTA CRUZ AV,Menlo Park Police Department,9/11/2013,15:30
Nov-57,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,9/12/2013,1:00
Nov-52,Breaking & Entering,500 Block EL CAMINO REAL,Menlo Park Police Department,9/12/2013,12:00
Nov-54,Breaking & Entering,100 Block LINFIELD DR,Menlo Park Police Department,9/12/2013,14:45
Nov-59,Assault,600 Block SANTA CRUZ AV,Menlo Park Police Department,9/12/2013,22:43
Nov-66,Breaking & Entering,300 Block OLIVE ST,Menlo Park Police Department,9/13/2013,23:00
Nov-77,Assault,800 Block ROBLE AV,Menlo Park Police Department,9/14/2013,20:30
Nov-89,Theft,700 Block SANTA CRUZ AV,Menlo Park Police Department,9/15/2013,12:30
Nov-89,Breaking & Entering,500 Block CENTRAL AV,Menlo Park Police Department,12/1/2013,19:30
7-Nov,Theft,300 Block OLIVE ST,Menlo Park Police Department,12/3/2013,0:00
9-Nov,Assault,1800 Block DORIS DR,Menlo Park Police Department,12/3/2013,12:15
11-Nov,Theft,700 Block GILBERT AV,Menlo Park Police Department,12/3/2013,13:12
13-Nov,Theft,500 Block HERMOSA WY,Menlo Park Police Department,12/3/2013,21:30
Nov-33,Theft from Vehicle,1200 Block MIDDLE AV,Menlo Park Police Department,12/4/2013,15:15
30-Nov,Theft,800 Block PAULSON CIRCLE,Menlo Park Police Department,12/4/2013,23:45
Nov-52,Theft,600 Block SANTA CRUZ AV,Menlo Park Police Department,12/6/2013,10:00
Nov-68,Breaking & Entering,600 Block CAMBRIDGE AV,Menlo Park Police Department,12/8/2013,13:30
Nov-73,Breaking & Entering,600 Block OAK GROVE AV,Menlo Park Police Department,12/9/2013,8:20
Nov-83,Breaking & Entering,300 Block OAK GROVE AV,Menlo Park Police Department,12/9/2013,11:00
Nov-79,Breaking & Entering,300 Block POPE ST,Menlo Park Police Department,12/9/2013,12:00
Nov-77,Breaking & Entering,1100 Block MARCUSSEN DR,Menlo Park Police Department,12/9/2013,12:50
Nov-80,Theft,1100 Block ELDER AV,Menlo Park Police Department,12/9/2013,15:00
13-Nov,Theft,100 Block OCONNOR ST,Menlo Park Police Department,12/12/2013,23:00
29-Nov,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,12/14/2013,17:57
Nov-36,Breaking & Entering,1200 Block ARBOR RD,Menlo Park Police Department,12/15/2013,17:00
Nov-35,Theft,900 Block HOBART ST,Menlo Park Police Department,12/15/2013,21:00
Nov-59,Theft,600 Block MENLO AV,Menlo Park Police Department,12/16/2013,20:28
Nov-62,Assault,400 Block POPE ST,Menlo Park Police Department,12/17/2013,9:45
Nov-90,Theft,1100 Block WOODLAND AV,Menlo Park Police Department,12/19/2013,19:35
Nov-94,Assault,1900 Block SANTA CRUZ AV,Menlo Park Police Department,12/19/2013,21:51
29-Nov,Theft,1000 Block MIDDLE AV,Menlo Park Police Department,12/23/2013,16:15
30-Nov,Theft,1100 Block BAY LAUREL DR,Menlo Park Police Department,12/23/2013,17:45
Nov-45,Theft,800 Block SANTA CRUZ AV,Menlo Park Police Department,12/24/2013,17:09
Nov-50,Theft,2100 Block SANTA CRUZ AV,Menlo Park Police Department,12/25/2013,0:00
Nov-96,Breaking & Entering,1000 Block UNIVERSITY DR,Menlo Park Police Department,12/31/2013,0:00
11-0339,Theft,1800 Block WHITE OAK DR,Menlo Park Police Department,2/2/2014,1:46
11-0392,Theft,500 Block EL CAMINO REAL,Menlo Park Police Department,2/6/2014,18:27
11-0406,Theft,500 Block EL CAMINO REAL,Menlo Park Police Department,2/8/2014,14:45
11-0416,Theft,500 Block EL CAMINO REAL,Menlo Park Police Department,2/10/2014,2:19
11-0418,Theft,1300 Block JOHNSON ST,Menlo Park Police Department,2/10/2014,13:12
11-0422,Theft,300 Block WAVERLEY ST,Menlo Park Police Department,2/10/2014,23:30
11-0431,Breaking & Entering,400 Block COTTON ST,Menlo Park Police Department,2/11/2014,11:45
11-0448,Theft from Vehicle,1100 Block EL CAMINO REAL,Menlo Park Police Department,2/12/2014,18:00
11-0461,Breaking & Entering,100 Block SAN MATEO DR,Menlo Park Police Department,2/13/2014,13:00
11-0453,Theft,800 Block ALMA STREET,Menlo Park Police Department,2/13/2014,14:00
11-0024,Theft,1100 Block BAY LAUREL DR,Menlo Park Police Department,1/3/2014,0:00
11-0026,Breaking & Entering,1100 Block EL CAMINO REAL,Menlo Park Police Department,1/3/2014,0:00
11-0023,Theft,500 Block OAK KNOLL LN,Menlo Park Police Department,1/3/2014,0:00
11-0034,Breaking & Entering,1700 Block STANFORD AV,Menlo Park Police Department,1/4/2014,0:00
11-0045,Breaking & Entering,200 Block MCKENDRY DR,Menlo Park Police Department,1/6/2014,12:30
11-0051,Theft,MENLO AV & CHESTNUT ST,Menlo Park Police Department,1/7/2014,0:00
11-0060,Theft from Vehicle,500 Block EL CAMINO REAL,Menlo Park Police Department,1/7/2014,22:20
11-0081,Breaking & Entering,500 Block FANITA WY,Menlo Park Police Department,1/10/2014,16:00
11-0109,Breaking & Entering,700 Block OAK KNOLL LN,Menlo Park Police Department,1/12/2014,9:00
11-0107,Breaking & Entering,1500 Block EL CAMINO REAL,Menlo Park Police Department,1/12/2014,19:40
11-0123,Theft from Vehicle,500 Block EL CAMINO REAL,Menlo Park Police Department,1/13/2014,22:05
11-0133,Theft,MENALTO AV & GILBERT AV,Menlo Park Police Department,1/14/2014,17:30
11-0151,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,1/15/2014,15:53
11-0153,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,1/15/2014,18:30
11-0160,Theft,600 Block ALMA ST,Menlo Park Police Department,1/16/2014,11:00
11-0162,Theft,700 Block SANTA CRUZ AV,Menlo Park Police Department,1/16/2014,20:27
11-0176,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,1/17/2014,17:55
11-0192,Theft of Vehicle,300 Block WAVERLEY ST,Menlo Park Police Department,1/19/2014,0:00
11-0213,Theft,500 Block LAUREL ST,Menlo Park Police Department,1/22/2014,0:00
11-0212,Theft,LAUREL ST & BURGESS DR,Menlo Park Police Department,1/22/2014,12:10
11-0236,Theft,1000 Block UNIVERSITY DR,Menlo Park Police Department,1/24/2014,14:43
11-0242,Theft,1000 Block UNIVERSITY DR,Menlo Park Police Department,1/24/2014,19:02
11-0272,Theft,500 Block GLENWOOD AV,Menlo Park Police Department,1/27/2014,8:45
11-0285,Theft,MENLO AV & DOYLE ST,Menlo Park Police Department,1/28/2014,11:00
11-0292,Breaking & Entering,200 Block MCKENDRY DR,Menlo Park Police Department,1/29/2014,8:30
11-0305,Assault,800 Block SANTA CRUZ AV,Menlo Park Police Department,1/30/2014,16:00
11-0307,Breaking & Entering,500 Block EL CAMINO REAL,Menlo Park Police Department,1/30/2014,20:42
Nov-49,Theft,400 Block POPE ST,Menlo Park Police Department,11/1/2013,8:05
Nov-75,Theft,500 Block EL CAMINO REAL,Menlo Park Police Department,11/3/2013,15:08
Nov-95,Breaking & Entering,300 Block UNIVERSITY DR,Menlo Park Police Department,11/5/2013,11:15
20-Nov,Theft,1 Block EL CAMINO REAL,Menlo Park Police Department,11/7/2013,8:00
21-Nov,Theft from Vehicle,1400 Block SAN ANTONIO ST,Menlo Park Police Department,11/7/2013,9:28
Nov-32,Robbery,1100 Block EL CAMINO REAL,Menlo Park Police Department,11/8/2013,13:46
Nov-40,Theft,300 Block MCKENDRY DR,Menlo Park Police Department,11/9/2013,0:00
Nov-38,Theft,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/2013,9:13
Nov-39,Theft,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/2013,21:00
Nov-44,Breaking & Entering,2100 Block SANTA CRUZ AV,Menlo Park Police Department,11/9/2013,22:00
Nov-58,Assault,500 Block EL CAMINO REAL,Menlo Park Police Department,11/11/2013,13:26
Nov-68,Theft from Vehicle,1400 Block GARWOOD WY,Menlo Park Police Department,11/12/2013,17:30
Nov-76,Assault,MARSH RD & BAYFRONT EX,Menlo Park Police Department,11/12/2013,21:49
Nov-80,Theft from Vehicle,500 Block UNIVERSITY DR,Menlo Park Police Department,11/13/2013,0:00
Nov-83,Theft,OAK GROVE AV & MALONEY LN,Menlo Park Police Department,11/13/2013,9:00
Nov-89,Assault,1200 Block CRANE ST,Menlo Park Police Department,11/14/2013,5:30
Nov-97,Theft,1100 Block CHESTNUT ST,Menlo Park Police Department,11/14/2013,14:00
4-Nov,Theft from Vehicle,1100 Block CRANE ST,Menlo Park Police Department,11/14/2013,18:00
5-Nov,Theft from Vehicle,RAVENSWOOD AV & EL CAMINO REAL,Menlo Park Police Department,11/14/2013,18:30
Nov-93,Theft,400 Block RAVENSWOOD AV,Menlo Park Police Department,11/14/2013,22:00
28-Nov,Breaking & Entering,1 Block MAYWOOD LN,Menlo Park Police Department,11/16/2013,0:00
26-Nov,Assault,500 Block HOBART ST,Menlo Park Police Department,11/16/2013,2:34
Nov-55,Breaking & Entering,1900 Block MENALTO AV,Menlo Park Police Department,11/19/2013,15:00
Nov-58,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:00
Nov-60,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:15
Nov-59,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:30
Nov-57,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/2013,18:30
Nov-67,Assault,500 Block UNIVERSITY DR,Menlo Park Police Department,11/20/2013,11:05
Nov-84,Theft,500 Block FANITA WY,Menlo Park Police Department,11/22/2013,0:00
Nov-90,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,11/22/2013,15:45
Nov-98,Theft from Vehicle,200 Block EL CAMINO REAL,Menlo Park Police Department,11/22/2013,21:00
Nov-96,Assault,200 Block SANTA MARGARITA AV,Menlo Park Police Department,11/22/2013,21:57
1-Nov,Breaking & Entering,1300 Block N LEMON AV,Menlo Park Police Department,11/23/2013,22:00
13-Nov,Breaking & Entering,700 Block EL CAMINO REAL,Menlo Park Police Department,11/24/2013,2:00
Nov-37,Theft,1500 Block EL CAMINO REAL,Menlo Park Police Department,11/26/2013,17:00
Nov-64,Theft,LINFIELD DR & SHERWOOD WY,Menlo Park Police Department,11/29/2013,0:00
Nov-73,Theft,1800 Block WHITE OAK DR,Menlo Park Police Department,11/30/2013,3:42
Nov-98,Theft from Vehicle,1200 Block SANTA CRUZ AV,Menlo Park Police Department,10/3/2013,3:00
10-Nov,Assault,800 Block MIDDLE AV,Menlo Park Police Department,10/4/2013,18:37
15-Nov,Theft,1300 Block MILLS ST,Menlo Park Police Department,10/5/2013,8:00
Nov-35,Theft,500 Block LAUREL ST,Menlo Park Police Department,10/7/2013,12:19
Nov-55,Breaking & Entering,200 Block WAVERLEY ST,Menlo Park Police Department,10/8/2013,14:00
Nov-70,Sexual Assault,2100 Block SANTA CRUZ AV,Menlo Park Police Department,10/10/2013,0:00
Nov-76,Theft,400 Block OAK CT,Menlo Park Police Department,10/10/2013,23:55
7-Nov,Theft from Vehicle,MARSH RD & BAYFRONT EX,Menlo Park Police Department,10/13/2013,7:58
20-Nov,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,10/14/2013,10:28
30-Nov,Assault,1 Block MIDDLEFIELD RD,Menlo Park Police Department,10/14/2013,19:41
Nov-49,Theft,1000 Block UNIVERSITY DR,Menlo Park Police Department,10/16/2013,13:05
Nov-54,Theft of Vehicle,1100 Block EL CAMINO REAL,Menlo Park Police Department,10/16/2013,14:00
Nov-80,Sexual Assault,400 Block POPE ST,Menlo Park Police Department,10/17/2013,0:00
Nov-62,Assault,600 Block WILLOW RD,Menlo Park Police Department,10/17/2013,8:27
Nov-64,Theft,300 Block MIDDLEFIELD RD,Menlo Park Police Department,10/17/2013,14:00
Nov-77,Theft,800 Block SANTA CRUZ AV,Menlo Park Police Department,10/18/2013,14:30
30-Nov,Theft from Vehicle,MENLO AV & CRANE ST,Menlo Park Police Department,10/23/2013,0:00
Nov-49,Breaking & Entering,700 Block HOBART ST,Menlo Park Police Department,10/24/2013,0:00
Nov-46,Assault,1200 Block CRANE ST,Menlo Park Police Department,10/24/2013,6:00
Nov-43,Theft,200 Block E OKEEFE ST,Menlo Park Police Department,10/24/2013,23:00
Nov-87,Assault with Deadly Weapon,300 Block WAVERLEY ST,Menlo Park Police Department,10/28/2013,12:18
1-Nov,Robbery,700 Block SANTA CRUZ AV,Menlo Park Police Department,10/29/2013,12:25
2-Nov,Breaking & Entering,1400 Block WOODLAND AV,Menlo Park Police Department,10/29/2013,13:25
19-Nov,Theft,1100 Block EL CAMINO REAL,Menlo Park Police Department,10/30/2013,9:45
18-Nov,Theft,400 Block EL CAMINO REAL,Menlo Park Police Department,10/30/2013,11:45
30-Nov,Theft from Vehicle,1800 Block OAK KNOLL LN,Menlo Park Police Department,10/30/2013,17:10
23-Nov,Theft,300 Block COTTON ST,Menlo Park Police Department,10/30/2013,18:30
Nov-41,Breaking & Entering,800 Block PARTRIDGE AV,Menlo Park Police Department,10/31/2013,13:40
Nov-44,Theft,300 Block SHARON PARK DR,Menlo Park Police Department,9/2/2013,20:34
Nov-70,Breaking & Entering,800 Block WOODLAND AV,Menlo Park Police Department,9/4/2013,0:00
Nov-69,Theft,1800 Block EL CAMINO REAL,Menlo Park Police Department,9/4/2013,0:00
Nov-81,Breaking & Entering,1700 Block EL CAMINO REAL,Menlo Park Police Department,9/5/2013,3:50
Nov-97,Theft,200 Block MARMONA DR,Menlo Park Police Department,9/7/2013,8:30
21-Nov,Theft,500 Block EL CAMINO REAL,Menlo Park Police Department,9/10/2013,13:43
28-Nov,Breaking & Entering,200 Block MIDDLEFIELD RD,Menlo Park Police Department,9/10/2013,15:00
17-Nov,Theft,1 Block N PEDRO ST,Menlo Park Police Department,9/10/2013,19:00
Nov-38,Theft,1 Block MIDDLEFIELD RD,Menlo Park Police Department,9/11/2013,0:00
Nov-39,Theft,900 Block SANTA CRUZ AV,Menlo Park Police Department,9/11/2013,8:55
Nov-42,Theft,500 Block LAUREL ST,Menlo Park Police Department,9/11/2013,9:30
